name,gameID,playerID,firstName,lastName,team,opponent,logo,playerLink,caesars_pts,caesars_ptsUnder,caesars_ptsOver,draftkings_pts,draftkings_ptsUnder,draftkings_ptsOver,fanduel_pts,fanduel_ptsUnder,fanduel_ptsOver,hardrock_pts,hardrock_ptsUnder,hardrock_ptsOver,mgm_pts,mgm_ptsUnder,mgm_ptsOver,betrivers_pts,betrivers_ptsUnder,betrivers_ptsOver,espnbet_pts,espnbet_ptsUnder,espnbet_ptsOver,caesars_reb,caesars_rebUnder,caesars_rebOver,draftkings_reb,draftkings_rebUnder,draftkings_rebOver,fanduel_reb,fanduel_rebUnder,fanduel_rebOver,hardrock_reb,hardrock_rebUnder,hardrock_rebOver,mgm_reb,mgm_rebUnder,mgm_rebOver,betrivers_reb,betrivers_rebUnder,betrivers_rebOver,espnbet_reb,espnbet_rebUnder,espnbet_rebOver,caesars_ast,caesars_astUnder,caesars_astOver,draftkings_ast,draftkings_astUnder,draftkings_astOver,fanduel_ast,fanduel_astUnder,fanduel_astOver,hardrock_ast,hardrock_astUnder,hardrock_astOver,mgm_ast,mgm_astUnder,mgm_astOver,betrivers_ast,betrivers_astUnder,betrivers_astOver,espnbet_ast,espnbet_astUnder,espnbet_astOver,caesars_threes,caesars_threesUnder,caesars_threesOver,draftkings_threes,draftkings_threesUnder,draftkings_threesOver,fanduel_threes,fanduel_threesUnder,fanduel_threesOver,hardrock_threes,hardrock_threesUnder,hardrock_threesOver,mgm_threes,mgm_threesUnder,mgm_threesOver,betrivers_threes,betrivers_threesUnder,betrivers_threesOver,espnbet_threes,espnbet_threesUnder,espnbet_threesOver,fanduel_blk,fanduel_blkUnder,fanduel_blkOver,hardrock_blk,hardrock_blkUnder,hardrock_blkOver,mgm_blk,mgm_blkUnder,mgm_blkOver,draftkings_blk,draftkings_blkUnder,draftkings_blkOver,betrivers_blk,betrivers_blkUnder,betrivers_blkOver,caesars_blk,caesars_blkUnder,caesars_blkOver,espnbet_blk,espnbet_blkUnder,espnbet_blkOver,hardrock_stl,hardrock_stlUnder,hardrock_stlOver,mgm_stl,mgm_stlUnder,mgm_stlOver,draftkings_stl,draftkings_stlUnder,draftkings_stlOver,fanduel_stl,fanduel_stlUnder,fanduel_stlOver,betrivers_stl,betrivers_stlUnder,betrivers_stlOver,caesars_stl,caesars_stlUnder,caesars_stlOver,espnbet_stl,espnbet_stlUnder,espnbet_stlOver,hardrock_turnovers,hardrock_turnoversUnder,hardrock_turnoversOver,mgm_turnovers,mgm_turnoversUnder,mgm_turnoversOver,draftkings_turnovers,draftkings_turnoversUnder,draftkings_turnoversOver,fanduel_turnovers,fanduel_turnoversUnder,fanduel_turnoversOver,betrivers_turnovers,betrivers_turnoversUnder,betrivers_turnoversOver,caesars_turnovers,caesars_turnoversUnder,caesars_turnoversOver,espnbet_turnovers,espnbet_turnoversUnder,espnbet_turnoversOver,caesars_ptsrebast,caesars_ptsrebastUnder,caesars_ptsrebastOver,draftkings_ptsrebast,draftkings_ptsrebastUnder,draftkings_ptsrebastOver,fanduel_ptsrebast,fanduel_ptsrebastUnder,fanduel_ptsrebastOver,hardrock_ptsrebast,hardrock_ptsrebastUnder,hardrock_ptsrebastOver,mgm_ptsrebast,mgm_ptsrebastUnder,mgm_ptsrebastOver,betrivers_ptsrebast,betrivers_ptsrebastUnder,betrivers_ptsrebastOver,espnbet_ptsrebast,espnbet_ptsrebastUnder,espnbet_ptsrebastOver,caesars_ptsreb,caesars_ptsrebUnder,caesars_ptsrebOver,draftkings_ptsreb,draftkings_ptsrebUnder,draftkings_ptsrebOver,fanduel_ptsreb,fanduel_ptsrebUnder,fanduel_ptsrebOver,hardrock_ptsreb,hardrock_ptsrebUnder,hardrock_ptsrebOver,mgm_ptsreb,mgm_ptsrebUnder,mgm_ptsrebOver,betrivers_ptsreb,betrivers_ptsrebUnder,betrivers_ptsrebOver,espnbet_ptsreb,espnbet_ptsrebUnder,espnbet_ptsrebOver,caesars_ptsast,caesars_ptsastUnder,caesars_ptsastOver,draftkings_ptsast,draftkings_ptsastUnder,draftkings_ptsastOver,fanduel_ptsast,fanduel_ptsastUnder,fanduel_ptsastOver,hardrock_ptsast,hardrock_ptsastUnder,hardrock_ptsastOver,mgm_ptsast,mgm_ptsastUnder,mgm_ptsastOver,betrivers_ptsast,betrivers_ptsastUnder,betrivers_ptsastOver,espnbet_ptsast,espnbet_ptsastUnder,espnbet_ptsastOver,caesars_rebast,caesars_rebastUnder,caesars_rebastOver,draftkings_rebast,draftkings_rebastUnder,draftkings_rebastOver,fanduel_rebast,fanduel_rebastUnder,fanduel_rebastOver,hardrock_rebast,hardrock_rebastUnder,hardrock_rebastOver,mgm_rebast,mgm_rebastUnder,mgm_rebastOver,betrivers_rebast,betrivers_rebastUnder,betrivers_rebastOver,espnbet_rebast,espnbet_rebastUnder,espnbet_rebastOver,hardrock_stlblk,hardrock_stlblkUnder,hardrock_stlblkOver,mgm_stlblk,mgm_stlblkUnder,mgm_stlblkOver,draftkings_stlblk,draftkings_stlblkUnder,draftkings_stlblkOver,fanduel_stlblk,fanduel_stlblkUnder,fanduel_stlblkOver,betrivers_stlblk,betrivers_stlblkUnder,betrivers_stlblkOver,caesars_stlblk,caesars_stlblkUnder,caesars_stlblkOver,espnbet_stlblk,espnbet_stlblkUnder,espnbet_stlblkOver,asof_date,game_date,book
Lauri Markkanen,2914575,4119,Lauri,Markkanen,UTA,CHI,https://content.rotowire.com/images/teamlogo/basketball/100UTA.png?v=7,/betting/nba/player/lauri-markkanen-odds-4119,27.5,,,27.5,,,27.5,,,26.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,34.5,,,34.5,,,34.5,,,34.5,,,,,,,,,,,,33.5,,,33.5,,,32.5,,,32.5,,,,,,,,,,,,28.5,,,28.5,,,28.5,,,28.5,,,,,,,,,,,,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Victor Wembanyama,2914706,5809,Victor,Wembanyama,SAS,SAC,https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7,/betting/nba/player/victor-wembanyama-odds-5809,27.5,,,27.5,,,27.5,,,26.5,,,,,,,,,,,,12.5,,,12.5,,,12.5,,,12.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,3.5,,,2.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,1.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,44.5,,,43.5,,,44.5,,,43.5,,,,,,,,,,,,39.5,,,39.5,,,39.5,,,39.5,,,,,,,,,,,,31.5,,,31.5,,,31.5,,,30.5,,,,,,,,,,,,16.5,,,16.5,,,16.5,,,16.5,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Jaylen Brown,2914314,3894,Jaylen,Brown,BOS,LAC,https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=7,/betting/nba/player/jaylen-brown-odds-3894,26.5,,,26.5,,,26.5,,,,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,,,36.5,,,37.5,,,,,,,,,,,,,,,32.5,,,32.5,,,32.5,,,,,,,,,,,,,,,31.5,,,30.5,,,31.5,,,,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Kevin Durant,2915068,2811,Kevin,Durant,HOU,ORL,https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7,/betting/nba/player/kevin-durant-odds-2811,25.5,,,25.5,,,25.5,,,25.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,33.5,,,,,,,,,,,,29.5,,,30.5,,,29.5,,,30.5,,,,,,,,,,,,29.5,,,29.5,,,29.5,,,29.5,,,,,,,,,,,,8.5,,,8.5,,,8.5,,,8.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Deni Avdija,2914665,5152,Deni,Avdija,POR,@DAL,https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7,/betting/nba/player/deni-avdija-odds-5152,24.5,,,24.5,,,24.5,,,24.5,,,,,,,,,,,,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,37.5,,,37.5,,,36.5,,,36.5,,,,,,,,,,,,32.5,,,32.5,,,31.5,,,32.5,,,,,,,,,,,,29.5,,,29.5,,,28.5,,,29.5,,,,,,,,,,,,,,,12.5,,,12.5,,,12.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
James Harden,2914314,3018,James,Harden,LAC,@BOS,https://content.rotowire.com/images/teamlogo/basketball/100LAC.png?v=7,/betting/nba/player/james-harden-odds-3018,24.5,,,24.5,,,24.5,,,,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,,40.5,,,40.5,,,,,,,,,,,,,,,31.5,,,30.5,,,31.5,,,,,,,,,,,,,,,34.5,,,33.5,,,34.5,,,,,,,,,,,,,,,15.5,,,15.5,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Franz Wagner,2915068,5370,Franz,Wagner,ORL,@HOU,https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7,/betting/nba/player/franz-wagner-odds-5370,24.5,,,24.5,,,24.5,,,24.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,35.5,,,34.5,,,35.5,,,34.5,,,,,,,,,,,,30.5,,,29.5,,,30.5,,,29.5,,,,,,,,,,,,29.5,,,28.5,,,29.5,,,29.5,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
De'Aaron Fox,2914706,4116,De'Aaron,Fox,SAS,SAC,https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7,/betting/nba/player/deaaron-fox-odds-4116,23.5,,,23.5,,,23.5,,,22.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,5.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,32.5,,,,,,,,,,,,27.5,,,27.5,,,27.5,,,26.5,,,,,,,,,,,,29.5,,,29.5,,,29.5,,,28.5,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Michael Porter,2914346,4375,Michael,Porter,BKN,@WAS,https://content.rotowire.com/images/teamlogo/basketball/100BKN.png?v=7,/betting/nba/player/michael-porter-odds-4375,23.5,,,23.5,,,23.5,,,22.5,,,,,,,,,,,,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,34.5,,,34.5,,,34.5,,,33.5,,,,,,,,,,,,31.5,,,31.5,,,31.5,,,30.5,,,,,,,,,,,,26.5,,,26.5,,,26.5,,,25.5,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Zach LaVine,2914706,3597,Zach,LaVine,SAC,@SAS,https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7,/betting/nba/player/zach-lavine-odds-3597,22.5,,,22.5,,,21.5,,,22.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,28.5,,,28.5,,,28.5,,,28.5,,,,,,,,,,,,25.5,,,26.5,,,25.5,,,26.5,,,,,,,,,,,,24.5,,,24.5,,,24.5,,,24.5,,,,,,,,,,,,6.5,,,6.5,,,5.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Josh Giddey,2914575,5366,Josh,Giddey,CHI,@UTA,https://content.rotowire.com/images/teamlogo/basketball/100CHI.png?v=7,/betting/nba/player/josh-giddey-odds-5366,21.5,,,21.5,,,21.5,,,21.5,,,,,,,,,,,,8.5,,,8.5,,,8.5,,,8.5,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,8.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,39.5,,,39.5,,,39.5,,,39.5,,,,,,,,,,,,30.5,,,30.5,,,30.5,,,30.5,,,,,,,,,,,,30.5,,,30.5,,,30.5,,,30.5,,,,,,,,,,,,17.5,,,17.5,,,17.5,,,17.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Jalen Johnson,2914979,5329,Jalen,Johnson,ATL,@PHX,https://content.rotowire.com/images/teamlogo/basketball/100ATL.png?v=7,/betting/nba/player/jalen-johnson-odds-5329,21.5,,,21.5,,,21.5,,,21.5,,,,,,,,,,,,9.5,,,9.5,,,8.5,,,8.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,7.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,37.5,,,37.5,,,37.5,,,37.5,,,,,,,,,,,,30.5,,,30.5,,,30.5,,,30.5,,,,,,,,,,,,27.5,,,27.5,,,27.5,,,28.5,,,,,,,,,,,,15.5,,,15.5,,,15.5,,,16.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Alperen Sengun,2915068,5404,Alperen,Sengun,HOU,ORL,https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7,/betting/nba/player/alperen-sengun-odds-5404,21.5,,,21.5,,,21.5,,,21.5,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,9.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,38.5,,,38.5,,,38.5,,,38.5,,,,,,,,,,,,31.5,,,31.5,,,31.5,,,31.5,,,,,,,,,,,,28.5,,,28.5,,,28.5,,,28.5,,,,,,,,,,,,16.5,,,16.5,,,16.5,,,16.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Shaedon Sharpe,2914665,5693,Shaedon,Sharpe,POR,@DAL,https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7,/betting/nba/player/shaedon-sharpe-odds-5693,21.5,,,21.5,,,20.5,,,21.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,2.5,,,,,,2.5,,,,,,,,,,,,2.5,,,2.5,,,1.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,29.5,,,,,,28.5,,,,,,,,,,,,27.5,,,27.5,,,26.5,,,26.5,,,,,,,,,,,,,,,24.5,,,,,,23.5,,,,,,,,,,,,,,,7.5,,,,,,7.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Jimmy Butler,2915282,3231,Jimmy,Butler,GSW,@NOP,https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=7,/betting/nba/player/jimmy-butler-odds-3231,19.5,,,19.5,,,19.5,,,20.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,6.5,,,,,,,,,,,,5.5,,,4.5,,,5.5,,,4.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,31.5,,,30.5,,,31.5,,,31.5,,,,,,,,,,,,25.5,,,25.5,,,25.5,,,26.5,,,,,,,,,,,,25.5,,,24.5,,,25.5,,,25.5,,,,,,,,,,,,11.5,,,11.5,,,10.5,,,11.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Stephon Castle,2914706,6250,Stephon,Castle,SAS,SAC,https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7,/betting/nba/player/stephon-castle-odds-6250,20.5,,,20.5,,,20.5,,,19.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,33.5,,,,,,,,,,,,26.5,,,26.5,,,25.5,,,25.5,,,,,,,,,,,,27.5,,,27.5,,,28.5,,,27.5,,,,,,,,,,,,13.5,,,13.5,,,13.5,,,13.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Keyonte George,2914575,5899,Keyonte,George,UTA,CHI,https://content.rotowire.com/images/teamlogo/basketball/100UTA.png?v=7,/betting/nba/player/keyonte-george-odds-5899,20.5,,,20.5,,,20.5,,,20.5,,,,,,,,,,,,3.5,,,4.5,,,3.5,,,4.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,2.5,,,2.5,,,1.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,30.5,,,31.5,,,30.5,,,31.5,,,,,,,,,,,,24.5,,,24.5,,,24.5,,,25.5,,,,,,,,,,,,26.5,,,26.5,,,26.5,,,27.5,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Trey Murphy,2915282,5401,Trey,Murphy,NOP,GSW,https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7,/betting/nba/player/trey-murphy-odds-5401,20.5,,,20.5,,,20.5,,,20.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,29.5,,,29.5,,,29.5,,,29.5,,,,,,,,,,,,25.5,,,25.5,,,25.5,,,26.5,,,,,,,,,,,,23.5,,,23.5,,,24.5,,,23.5,,,,,,,,,,,,8.5,,,8.5,,,8.5,,,9.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Zion Williamson,2915282,4777,Zion,Williamson,NOP,GSW,https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7,/betting/nba/player/zion-williamson-odds-4777,18.5,,,18.5,,,17.5,,,20.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,28.5,,,28.5,,,28.5,,,30.5,,,,,,,,,,,,23.5,,,24.5,,,23.5,,,26.5,,,,,,,,,,,,22.5,,,22.5,,,22.5,,,24.5,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,10.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Desmond Bane,2915068,5159,Desmond,Bane,ORL,@HOU,https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7,/betting/nba/player/desmond-bane-odds-5159,18.5,,,18.5,,,18.5,,,19.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,3.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,28.5,,,28.5,,,27.5,,,28.5,,,,,,,,,,,,23.5,,,23.5,,,22.5,,,23.5,,,,,,,,,,,,23.5,,,23.5,,,23.5,,,24.5,,,,,,,,,,,,,,,9.5,,,9.5,,,8.5,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Alex Sarr,2914346,6240,Alex,Sarr,WAS,BKN,https://content.rotowire.com/images/teamlogo/basketball/100WAS.png?v=7,/betting/nba/player/alex-sarr-odds-6240,19.5,,,19.5,,,19.5,,,18.5,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,9.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,1.5,,,1.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,32.5,,,32.5,,,32.5,,,31.5,,,,,,,,,,,,28.5,,,28.5,,,28.5,,,27.5,,,,,,,,,,,,23.5,,,23.5,,,23.5,,,21.5,,,,,,,,,,,,13.5,,,13.5,,,13.5,,,13.5,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
DeMar DeRozan,2914706,3019,DeMar,DeRozan,SAC,@SAS,https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7,/betting/nba/player/demar-derozan-odds-3019,18.5,,,18.5,,,18.5,,,18.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,24.5,,,24.5,,,24.5,,,25.5,,,,,,,,,,,,21.5,,,21.5,,,21.5,,,21.5,,,,,,,,,,,,21.5,,,21.5,,,21.5,,,21.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Amen Thompson,2915068,5931,Amen,Thompson,HOU,ORL,https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7,/betting/nba/player/amen-thompson-odds-5931,18.5,,,18.5,,,18.5,,,18.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,30.5,,,29.5,,,30.5,,,29.5,,,,,,,,,,,,24.5,,,24.5,,,24.5,,,24.5,,,,,,,,,,,,24.5,,,23.5,,,24.5,,,24.5,,,,,,,,,,,,11.5,,,11.5,,,11.5,,,11.5,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
Nikola Vucevic,2914575,3212,Nikola,Vucevic,CHI,@UTA,https://content.rotowire.com/images/teamlogo/basketball/100CHI.png?v=7,/betting/nba/player/nikola-vucevic-odds-3212,18.5,,,18.5,,,18.5,,,16.5,,,,,,,,,,,,9.5,,,10.5,,,9.5,,,9.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,32.5,,,32.5,,,32.5,,,30.5,,,,,,,,,,,,28.5,,,28.5,,,28.5,,,27.5,,,,,,,,,,,,22.5,,,22.5,,,22.5,,,20.5,,,,,,,,,,,,,,,13.5,,,13.5,,,13.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-16,2025-11-16,mgm
