name,gameID,playerID,firstName,lastName,team,opponent,logo,playerLink,caesars_pts,caesars_ptsUnder,caesars_ptsOver,draftkings_pts,draftkings_ptsUnder,draftkings_ptsOver,fanduel_pts,fanduel_ptsUnder,fanduel_ptsOver,hardrock_pts,hardrock_ptsUnder,hardrock_ptsOver,mgm_pts,mgm_ptsUnder,mgm_ptsOver,betrivers_pts,betrivers_ptsUnder,betrivers_ptsOver,espnbet_pts,espnbet_ptsUnder,espnbet_ptsOver,caesars_reb,caesars_rebUnder,caesars_rebOver,draftkings_reb,draftkings_rebUnder,draftkings_rebOver,fanduel_reb,fanduel_rebUnder,fanduel_rebOver,hardrock_reb,hardrock_rebUnder,hardrock_rebOver,mgm_reb,mgm_rebUnder,mgm_rebOver,betrivers_reb,betrivers_rebUnder,betrivers_rebOver,espnbet_reb,espnbet_rebUnder,espnbet_rebOver,caesars_ast,caesars_astUnder,caesars_astOver,draftkings_ast,draftkings_astUnder,draftkings_astOver,fanduel_ast,fanduel_astUnder,fanduel_astOver,hardrock_ast,hardrock_astUnder,hardrock_astOver,mgm_ast,mgm_astUnder,mgm_astOver,betrivers_ast,betrivers_astUnder,betrivers_astOver,espnbet_ast,espnbet_astUnder,espnbet_astOver,caesars_threes,caesars_threesUnder,caesars_threesOver,draftkings_threes,draftkings_threesUnder,draftkings_threesOver,hardrock_threes,hardrock_threesUnder,hardrock_threesOver,mgm_threes,mgm_threesUnder,mgm_threesOver,fanduel_threes,fanduel_threesUnder,fanduel_threesOver,betrivers_threes,betrivers_threesUnder,betrivers_threesOver,espnbet_threes,espnbet_threesUnder,espnbet_threesOver,hardrock_blk,hardrock_blkUnder,hardrock_blkOver,mgm_blk,mgm_blkUnder,mgm_blkOver,draftkings_blk,draftkings_blkUnder,draftkings_blkOver,fanduel_blk,fanduel_blkUnder,fanduel_blkOver,betrivers_blk,betrivers_blkUnder,betrivers_blkOver,caesars_blk,caesars_blkUnder,caesars_blkOver,espnbet_blk,espnbet_blkUnder,espnbet_blkOver,hardrock_stl,hardrock_stlUnder,hardrock_stlOver,mgm_stl,mgm_stlUnder,mgm_stlOver,draftkings_stl,draftkings_stlUnder,draftkings_stlOver,fanduel_stl,fanduel_stlUnder,fanduel_stlOver,betrivers_stl,betrivers_stlUnder,betrivers_stlOver,caesars_stl,caesars_stlUnder,caesars_stlOver,espnbet_stl,espnbet_stlUnder,espnbet_stlOver,hardrock_turnovers,hardrock_turnoversUnder,hardrock_turnoversOver,mgm_turnovers,mgm_turnoversUnder,mgm_turnoversOver,draftkings_turnovers,draftkings_turnoversUnder,draftkings_turnoversOver,fanduel_turnovers,fanduel_turnoversUnder,fanduel_turnoversOver,betrivers_turnovers,betrivers_turnoversUnder,betrivers_turnoversOver,caesars_turnovers,caesars_turnoversUnder,caesars_turnoversOver,espnbet_turnovers,espnbet_turnoversUnder,espnbet_turnoversOver,caesars_ptsrebast,caesars_ptsrebastUnder,caesars_ptsrebastOver,draftkings_ptsrebast,draftkings_ptsrebastUnder,draftkings_ptsrebastOver,fanduel_ptsrebast,fanduel_ptsrebastUnder,fanduel_ptsrebastOver,hardrock_ptsrebast,hardrock_ptsrebastUnder,hardrock_ptsrebastOver,mgm_ptsrebast,mgm_ptsrebastUnder,mgm_ptsrebastOver,betrivers_ptsrebast,betrivers_ptsrebastUnder,betrivers_ptsrebastOver,espnbet_ptsrebast,espnbet_ptsrebastUnder,espnbet_ptsrebastOver,caesars_ptsreb,caesars_ptsrebUnder,caesars_ptsrebOver,draftkings_ptsreb,draftkings_ptsrebUnder,draftkings_ptsrebOver,fanduel_ptsreb,fanduel_ptsrebUnder,fanduel_ptsrebOver,hardrock_ptsreb,hardrock_ptsrebUnder,hardrock_ptsrebOver,mgm_ptsreb,mgm_ptsrebUnder,mgm_ptsrebOver,betrivers_ptsreb,betrivers_ptsrebUnder,betrivers_ptsrebOver,espnbet_ptsreb,espnbet_ptsrebUnder,espnbet_ptsrebOver,caesars_ptsast,caesars_ptsastUnder,caesars_ptsastOver,draftkings_ptsast,draftkings_ptsastUnder,draftkings_ptsastOver,fanduel_ptsast,fanduel_ptsastUnder,fanduel_ptsastOver,hardrock_ptsast,hardrock_ptsastUnder,hardrock_ptsastOver,mgm_ptsast,mgm_ptsastUnder,mgm_ptsastOver,betrivers_ptsast,betrivers_ptsastUnder,betrivers_ptsastOver,espnbet_ptsast,espnbet_ptsastUnder,espnbet_ptsastOver,caesars_rebast,caesars_rebastUnder,caesars_rebastOver,draftkings_rebast,draftkings_rebastUnder,draftkings_rebastOver,hardrock_rebast,hardrock_rebastUnder,hardrock_rebastOver,mgm_rebast,mgm_rebastUnder,mgm_rebastOver,fanduel_rebast,fanduel_rebastUnder,fanduel_rebastOver,betrivers_rebast,betrivers_rebastUnder,betrivers_rebastOver,espnbet_rebast,espnbet_rebastUnder,espnbet_rebastOver,hardrock_stlblk,hardrock_stlblkUnder,hardrock_stlblkOver,mgm_stlblk,mgm_stlblkUnder,mgm_stlblkOver,draftkings_stlblk,draftkings_stlblkUnder,draftkings_stlblkOver,fanduel_stlblk,fanduel_stlblkUnder,fanduel_stlblkOver,betrivers_stlblk,betrivers_stlblkUnder,betrivers_stlblkOver,caesars_stlblk,caesars_stlblkUnder,caesars_stlblkOver,espnbet_stlblk,espnbet_stlblkUnder,espnbet_stlblkOver,asof_date,game_date,book
De'Aaron Fox,2914182,4116,De'Aaron,Fox,SAS,@POR,https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7,/betting/nba/player/deaaron-fox-odds-4116,24.5,,,,,,24.5,,,24.5,,,,,,,,,,,,,,,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,7.5,,,6.5,,,,,,,,,,,,2.5,,,,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,35.5,,,34.5,,,,,,,,,,,,28.5,,,,,,28.5,,,27.5,,,,,,,,,,,,31.5,,,,,,31.5,,,31.5,,,,,,,,,,,,,,,,,,10.5,,,,,,11.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Karl-Anthony Towns,2914172,3741,Karl-Anthony,Towns,NYK,@CHA,https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7,/betting/nba/player/karl-anthony-towns-odds-3741,24.5,,,24.5,,,24.5,,,24.5,,,,,,,,,,,,12.5,,,12.5,,,11.5,,,12.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,2.5,,,2.5,,,1.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,39.5,,,39.5,,,38.5,,,40.5,,,,,,,,,,,,36.5,,,36.5,,,35.5,,,37.5,,,,,,,,,,,,27.5,,,27.5,,,26.5,,,27.5,,,,,,,,,,,,,,,15.5,,,15.5,,,,,,14.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Brandon Ingram,2914174,3861,Brandon,Ingram,TOR,IND,https://content.rotowire.com/images/teamlogo/basketball/100TOR.png?v=7,/betting/nba/player/brandon-ingram-odds-3861,23.5,,,23.5,,,23.5,,,23.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,33.5,,,,,,,,,,,,29.5,,,29.5,,,29.5,,,29.5,,,,,,,,,,,,27.5,,,27.5,,,27.5,,,27.5,,,,,,,,,,,,,,,10.5,,,9.5,,,,,,9.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Alperen Sengun,2914181,5404,Alperen,Sengun,HOU,@GSW,https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7,/betting/nba/player/alperen-sengun-odds-5404,23.5,,,22.5,,,,,,22.5,,,,,,,,,,,,10.5,,,10.5,,,,,,10.5,,,,,,,,,,,,6.5,,,6.5,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,40.5,,,40.5,,,,,,40.5,,,,,,,,,,,,34.5,,,33.5,,,,,,33.5,,,,,,,,,,,,29.5,,,29.5,,,,,,29.5,,,,,,,,,,,,17.5,,,17.5,,,17.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Pascal Siakam,2914174,3922,Pascal,Siakam,IND,@TOR,https://content.rotowire.com/images/teamlogo/basketball/100IND.png?v=7,/betting/nba/player/pascal-siakam-odds-3922,23.5,,,23.5,,,23.5,,,23.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,33.5,,,,,,,,,,,,29.5,,,29.5,,,29.5,,,29.5,,,,,,,,,,,,27.5,,,27.5,,,27.5,,,27.5,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,,,,10.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Shaedon Sharpe,2914182,5693,Shaedon,Sharpe,POR,SAS,https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7,/betting/nba/player/shaedon-sharpe-odds-5693,22.5,,,22.5,,,22.5,,,21.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,29.5,,,29.5,,,30.5,,,28.5,,,,,,,,,,,,26.5,,,26.5,,,27.5,,,26.5,,,,,,,,,,,,24.5,,,24.5,,,25.5,,,24.5,,,,,,,,,,,,,,,6.5,,,,,,,,,6.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Zion Williamson,2914178,4777,Zion,Williamson,NOP,MEM,https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7,/betting/nba/player/zion-williamson-odds-4777,22.5,,,21.5,,,22.5,,,22.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,32.5,,,32.5,,,32.5,,,32.5,,,,,,,,,,,,27.5,,,27.5,,,28.5,,,27.5,,,,,,,,,,,,26.5,,,26.5,,,26.5,,,27.5,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,,,,10.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Jaren Jackson,2914178,4384,Jaren,Jackson,MEM,@NOP,https://content.rotowire.com/images/teamlogo/basketball/100MEM.png?v=7,/betting/nba/player/jaren-jackson-odds-4384,21.5,,,21.5,,,21.5,,,21.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,29.5,,,29.5,,,29.5,,,29.5,,,,,,,,,,,,27.5,,,27.5,,,27.5,,,27.5,,,,,,,,,,,,24.5,,,24.5,,,23.5,,,23.5,,,,,,,,,,,,8.5,,,8.5,,,7.5,,,,,,8.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Julius Randle,2914175,3574,Julius,Randle,MIN,@OKC,https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=7,/betting/nba/player/julius-randle-odds-3574,21.5,,,21.5,,,21.5,,,21.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,4.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,33.5,,,,,,,,,,,,27.5,,,28.5,,,27.5,,,28.5,,,,,,,,,,,,26.5,,,26.5,,,26.5,,,26.5,,,,,,,,,,,,,,,11.5,,,11.5,,,,,,12.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Miles Bridges,2914172,4383,Miles,Bridges,CHA,NYK,https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7,/betting/nba/player/miles-bridges-odds-4383,19.5,,,18.5,,,19.5,,,20.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,7.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,29.5,,,29.5,,,29.5,,,30.5,,,,,,,,,,,,26.5,,,25.5,,,26.5,,,27.5,,,,,,,,,,,,22.5,,,22.5,,,22.5,,,23.5,,,,,,,,,,,,,,,10.5,,,10.5,,,,,,10.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Dillon Brooks,2914184,4125,Dillon,Brooks,PHX,@SAC,https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=7,/betting/nba/player/dillon-brooks-odds-4125,20.5,,,20.5,,,20.5,,,20.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,,,,25.5,,,,,,,,,,,,23.5,,,23.5,,,24.5,,,23.5,,,,,,,,,,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Jimmy Butler,2914181,3231,Jimmy,Butler,GSW,HOU,https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=7,/betting/nba/player/jimmy-butler-odds-3231,20.5,,,19.5,,,,,,20.5,,,,,,,,,,,,5.5,,,5.5,,,,,,5.5,,,,,,,,,,,,5.5,,,4.5,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,31.5,,,30.5,,,,,,31.5,,,,,,,,,,,,25.5,,,25.5,,,,,,26.5,,,,,,,,,,,,25.5,,,24.5,,,,,,25.5,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Bennedict Mathurin,2914174,5698,Bennedict,Mathurin,IND,@TOR,https://content.rotowire.com/images/teamlogo/basketball/100IND.png?v=7,/betting/nba/player/bennedict-mathurin-odds-5698,20.5,,,20.5,,,20.5,,,20.5,,,,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,1.5,,,,,,2.5,,,,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,28.5,,,,,,28.5,,,28.5,,,,,,,,,,,,26.5,,,26.5,,,26.5,,,26.5,,,,,,,,,,,,22.5,,,,,,22.5,,,22.5,,,,,,,,,,,,,,,,,,7.5,,,,,,7.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
LaMelo Ball,2914172,5151,LaMelo,Ball,CHA,NYK,https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7,/betting/nba/player/lamelo-ball-odds-5151,19.5,,,18.5,,,19.5,,,18.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,6.5,,,6.5,,,7.5,,,7.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,30.5,,,30.5,,,31.5,,,30.5,,,,,,,,,,,,23.5,,,23.5,,,23.5,,,22.5,,,,,,,,,,,,26.5,,,25.5,,,26.5,,,25.5,,,,,,,,,,,,11.5,,,11.5,,,11.5,,,,,,11.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Scottie Barnes,2914174,5390,Scottie,Barnes,TOR,IND,https://content.rotowire.com/images/teamlogo/basketball/100TOR.png?v=7,/betting/nba/player/scottie-barnes-odds-5390,19.5,,,19.5,,,19.5,,,19.5,,,,,,,,,,,,,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,,,,5.5,,,5.5,,,4.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,32.5,,,,,,,,,,,,28.5,,,28.5,,,28.5,,,27.5,,,,,,,,,,,,25.5,,,25.5,,,25.5,,,24.5,,,,,,,,,,,,13.5,,,13.5,,,12.5,,,,,,13.5,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Jalen Duren,2914171,5703,Jalen,Duren,DET,@BOS,https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7,/betting/nba/player/jalen-duren-odds-5703,19.5,,,18.5,,,19.5,,,19.5,,,,,,,,,,,,12.5,,,12.5,,,12.5,,,12.5,,,,,,,,,,,,,,,1.5,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,34.5,,,33.5,,,34.5,,,33.5,,,,,,,,,,,,31.5,,,31.5,,,31.5,,,31.5,,,,,,,,,,,,21.5,,,21.5,,,21.5,,,21.5,,,,,,,,,,,,14.5,,,14.5,,,14.5,,,,,,14.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Jerami Grant,2914182,3588,Jerami,Grant,POR,SAS,https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7,/betting/nba/player/jerami-grant-odds-3588,19.5,,,19.5,,,19.5,,,19.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,26.5,,,26.5,,,26.5,,,26.5,,,,,,,,,,,,23.5,,,23.5,,,23.5,,,23.5,,,,,,,,,,,,22.5,,,22.5,,,22.5,,,22.5,,,,,,,,,,,,,,,6.5,,,,,,,,,6.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Tyler Herro,2914173,4780,Tyler,Herro,MIA,MIL,https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7,/betting/nba/player/tyler-herro-odds-4780,19.5,,,19.5,,,19.5,,,18.5,,,,,,,,,,,,4.5,,,4.5,,,3.5,,,3.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,4.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,27.5,,,27.5,,,27.5,,,27.5,,,,,,,,,,,,23.5,,,23.5,,,23.5,,,23.5,,,,,,,,,,,,23.5,,,23.5,,,23.5,,,23.5,,,,,,,,,,,,,,,8.5,,,8.5,,,,,,7.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Chet Holmgren,2914175,5697,Chet,Holmgren,OKC,MIN,https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7,/betting/nba/player/chet-holmgren-odds-5697,19.5,,,19.5,,,19.5,,,18.5,,,,,,,,,,,,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,,,,,,,,,,,,26.5,,,26.5,,,27.5,,,26.5,,,,,,,,,,,,,,,,,,,,,20.5,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Zach LaVine,2914184,3597,Zach,LaVine,SAC,PHX,https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7,/betting/nba/player/zach-lavine-odds-3597,19.5,,,19.5,,,19.5,,,19.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,26.5,,,26.5,,,26.5,,,26.5,,,,,,,,,,,,23.5,,,23.5,,,23.5,,,23.5,,,,,,,,,,,,22.5,,,22.5,,,22.5,,,22.5,,,,,,,,,,,,6.5,,,6.5,,,,,,,,,6.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Trey Murphy,2914178,5401,Trey,Murphy,NOP,MEM,https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7,/betting/nba/player/trey-murphy-odds-5401,19.5,,,19.5,,,19.5,,,19.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,,,,3.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,28.5,,,28.5,,,28.5,,,28.5,,,,,,,,,,,,24.5,,,25.5,,,24.5,,,25.5,,,,,,,,,,,,22.5,,,23.5,,,22.5,,,22.5,,,,,,,,,,,,,,,8.5,,,8.5,,,,,,8.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Norman Powell,2914173,3726,Norman,Powell,MIA,MIL,https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7,/betting/nba/player/norman-powell-odds-3726,18.5,,,19.5,,,18.5,,,19.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,2.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,24.5,,,,,,24.5,,,24.5,,,,,,,,,,,,22.5,,,22.5,,,22.5,,,22.5,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Amen Thompson,2914181,5931,Amen,Thompson,HOU,@GSW,https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7,/betting/nba/player/amen-thompson-odds-5931,19.5,,,19.5,,,,,,19.5,,,,,,,,,,,,7.5,,,7.5,,,,,,7.5,,,,,,,,,,,,5.5,,,5.5,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,32.5,,,32.5,,,,,,31.5,,,,,,,,,,,,26.5,,,27.5,,,,,,26.5,,,,,,,,,,,,,,,24.5,,,,,,24.5,,,,,,,,,,,,12.5,,,12.5,,,12.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
DeMar DeRozan,2914184,3019,DeMar,DeRozan,SAC,PHX,https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7,/betting/nba/player/demar-derozan-odds-3019,18.5,,,18.5,,,18.5,,,18.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,25.5,,,26.5,,,25.5,,,25.5,,,,,,,,,,,,22.5,,,22.5,,,21.5,,,21.5,,,,,,,,,,,,22.5,,,22.5,,,21.5,,,22.5,,,,,,,,,,,,7.5,,,7.5,,,,,,,,,7.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
